Track Name,Race Number,Race URL,Race Time
SWAN HILL (VIC),6,https://swiftbet.com.au//racing/harness/swan-hill/race-6-1901631-1082918,Race Completed
SWAN HILL (VIC),7,https://swiftbet.com.au//racing/harness/swan-hill/race-7-1901643-1082918,Race Completed
SWAN HILL (VIC),8,https://swiftbet.com.au//racing/harness/swan-hill/race-8-1901648-1082918,Race Completed
SWAN HILL (VIC),9,https://swiftbet.com.au//racing/harness/swan-hill/race-9-1901653-1082918,Race Completed
SWAN HILL (VIC),10,https://swiftbet.com.au//racing/harness/swan-hill/race-10-1901658-1082918,Race Completed
BATHURST (NSW),1,https://swiftbet.com.au//racing/harness/bathurst/race-1-1901760-1082933,Race Completed
BATHURST (NSW),2,https://swiftbet.com.au//racing/harness/bathurst/race-2-1901763-1082933,Race Completed
BATHURST (NSW),3,https://swiftbet.com.au//racing/harness/bathurst/race-3-1901765-1082933,Race Completed
BATHURST (NSW),4,https://swiftbet.com.au//racing/harness/bathurst/race-4-1901768-1082933,Race Completed
BATHURST (NSW),5,https://swiftbet.com.au//racing/harness/bathurst/race-5-1901770-1082933,Race Completed
BATHURST (NSW),6,https://swiftbet.com.au//racing/harness/bathurst/race-6-1901773-1082933,Race Completed
BATHURST (NSW),7,https://swiftbet.com.au//racing/harness/bathurst/race-7-1901777-1082933,Race Completed
BATHURST (NSW),8,https://swiftbet.com.au//racing/harness/bathurst/race-8-1901779-1082933,Race Completed
WAGGA (NSW),1,https://swiftbet.com.au//racing/harness/wagga/race-1-1901840-1082943,Race Completed
WAGGA (NSW),2,https://swiftbet.com.au//racing/harness/wagga/race-2-1901843-1082943,Race Completed
WAGGA (NSW),3,https://swiftbet.com.au//racing/harness/wagga/race-3-1901845-1082943,Race Completed
WAGGA (NSW),4,https://swiftbet.com.au//racing/harness/wagga/race-4-1901848-1082943,Race Completed
WAGGA (NSW),5,https://swiftbet.com.au//racing/harness/wagga/race-5-1901853-1082943,Race Completed
WAGGA (NSW),6,https://swiftbet.com.au//racing/harness/wagga/race-6-1901856-1082943,Race Completed
WAGGA (NSW),7,https://swiftbet.com.au//racing/harness/wagga/race-7-1901863-1082943,Race Completed
WAGGA (NSW),8,https://swiftbet.com.au//racing/harness/wagga/race-8-1901870-1082943,Race Completed
NEWCASTLE (NSW),1,https://swiftbet.com.au//racing/harness/newcastle/race-1-1901851-1082947,Race Completed
NEWCASTLE (NSW),2,https://swiftbet.com.au//racing/harness/newcastle/race-2-1901859-1082947,Race Completed
NEWCASTLE (NSW),3,https://swiftbet.com.au//racing/harness/newcastle/race-3-1901866-1082947,Race Completed
NEWCASTLE (NSW),4,https://swiftbet.com.au//racing/harness/newcastle/race-4-1901872-1082947,Race Completed
NEWCASTLE (NSW),5,https://swiftbet.com.au//racing/harness/newcastle/race-5-1901875-1082947,Race Completed
NEWCASTLE (NSW),6,https://swiftbet.com.au//racing/harness/newcastle/race-6-1901880-1082947,Race Completed
NEWCASTLE (NSW),7,https://swiftbet.com.au//racing/harness/newcastle/race-7-1901883-1082947,Race Completed
NEWCASTLE (NSW),8,https://swiftbet.com.au//racing/harness/newcastle/race-8-1901887-1082947,Race Completed
ALEXANDRA PARK (NZL),1,https://swiftbet.com.au//racing/harness/alexandra-park/race-1-1901660-1082929,Race Completed
ALEXANDRA PARK (NZL),2,https://swiftbet.com.au//racing/harness/alexandra-park/race-2-1901662-1082929,Race Completed
ALEXANDRA PARK (NZL),3,https://swiftbet.com.au//racing/harness/alexandra-park/race-3-1901664-1082929,Race Completed
ALEXANDRA PARK (NZL),4,https://swiftbet.com.au//racing/harness/alexandra-park/race-4-1901666-1082929,Race Completed
ALEXANDRA PARK (NZL),5,https://swiftbet.com.au//racing/harness/alexandra-park/race-5-1901667-1082929,Race Completed
ALEXANDRA PARK (NZL),6,https://swiftbet.com.au//racing/harness/alexandra-park/race-6-1901669-1082929,Race Completed
ALEXANDRA PARK (NZL),7,https://swiftbet.com.au//racing/harness/alexandra-park/race-7-1901672-1082929,Race Completed
ALEXANDRA PARK (NZL),8,https://swiftbet.com.au//racing/harness/alexandra-park/race-8-1901674-1082929,Race Completed
ALEXANDRA PARK (NZL),9,https://swiftbet.com.au//racing/harness/alexandra-park/race-9-1901676-1082929,Race Completed
MOUNT HARDING (NZL),1,https://swiftbet.com.au//racing/harness/mount-harding/race-1-1901965-1082956,Race Completed
MOUNT HARDING (NZL),2,https://swiftbet.com.au//racing/harness/mount-harding/race-2-1901975-1082956,Race Completed
MOUNT HARDING (NZL),3,https://swiftbet.com.au//racing/harness/mount-harding/race-3-1901983-1082956,Race Completed
MOUNT HARDING (NZL),4,https://swiftbet.com.au//racing/harness/mount-harding/race-4-1901990-1082956,Race Completed
MOUNT HARDING (NZL),5,https://swiftbet.com.au//racing/harness/mount-harding/race-5-1901995-1082956,Race Completed
MOUNT HARDING (NZL),6,https://swiftbet.com.au//racing/harness/mount-harding/race-6-1901999-1082956,Race Completed
MOUNT HARDING (NZL),7,https://swiftbet.com.au//racing/harness/mount-harding/race-7-1902004-1082956,Race Completed
MOUNT HARDING (NZL),8,https://swiftbet.com.au//racing/harness/mount-harding/race-8-1902009-1082956,Race Completed
MOUNT HARDING (NZL),9,https://swiftbet.com.au//racing/harness/mount-harding/race-9-1902013-1082956,Race Completed
MOUNT HARDING (NZL),10,https://swiftbet.com.au//racing/harness/mount-harding/race-10-1902014-1082956,Race Completed
