Track Name,Race Number,Race URL,Race Start
WENTWORTH PARK (NSW),6,https://swiftbet.com.au//racing/greyhounds/wentworth-park/race-6-1901813-1082940,20h 58m
WENTWORTH PARK (NSW),7,https://swiftbet.com.au//racing/greyhounds/wentworth-park/race-7-1901816-1082940,21h 18m
WENTWORTH PARK (NSW),8,https://swiftbet.com.au//racing/greyhounds/wentworth-park/race-8-1901821-1082940,21h 38m
WENTWORTH PARK (NSW),9,https://swiftbet.com.au//racing/greyhounds/wentworth-park/race-9-1901827-1082940,21h 58m
WENTWORTH PARK (NSW),10,https://swiftbet.com.au//racing/greyhounds/wentworth-park/race-10-1901834-1082940,22h 20m
WENTWORTH PARK (NSW),11,https://swiftbet.com.au//racing/greyhounds/wentworth-park/race-11-1901839-1082940,22h 45m
MANDURAH (WA),1,https://swiftbet.com.au//racing/greyhounds/mandurah/race-1-1901849-1082946,22h 12m
MANDURAH (WA),2,https://swiftbet.com.au//racing/greyhounds/mandurah/race-2-1901862-1082946,22h 34m
MANDURAH (WA),3,https://swiftbet.com.au//racing/greyhounds/mandurah/race-3-1901876-1082946,22h 57m
MANDURAH (WA),4,https://swiftbet.com.au//racing/greyhounds/mandurah/race-4-1901891-1082946,23h 20m
MANDURAH (WA),5,https://swiftbet.com.au//racing/greyhounds/mandurah/race-5-1901904-1082946,23h 41m
MANDURAH (WA),6,https://swiftbet.com.au//racing/greyhounds/mandurah/race-6-1901914-1082946,23h 56m
MANDURAH (WA),7,https://swiftbet.com.au//racing/greyhounds/mandurah/race-7-1901921-1082946,1d 0h
MANDURAH (WA),8,https://swiftbet.com.au//racing/greyhounds/mandurah/race-8-1901926-1082946,1d 0h
MANDURAH (WA),9,https://swiftbet.com.au//racing/greyhounds/mandurah/race-9-1901930-1082946,1d 0h
MANDURAH (WA),10,https://swiftbet.com.au//racing/greyhounds/mandurah/race-10-1901932-1082946,1d 1h
MANDURAH (WA),11,https://swiftbet.com.au//racing/greyhounds/mandurah/race-11-1901934-1082946,1d 1h
MANDURAH (WA),12,https://swiftbet.com.au//racing/greyhounds/mandurah/race-12-1901936-1082946,1d 1h
ALBION PARK (QLD),1,https://swiftbet.com.au//racing/harness/albion-park/race-1-1901890-1082949,18h 39m
ALBION PARK (QLD),2,https://swiftbet.com.au//racing/harness/albion-park/race-2-1901893-1082949,19h 15m
ALBION PARK (QLD),3,https://swiftbet.com.au//racing/harness/albion-park/race-3-1901896-1082949,19h 53m
ALBION PARK (QLD),4,https://swiftbet.com.au//racing/harness/albion-park/race-4-1901899-1082949,20h 29m
ALBION PARK (QLD),5,https://swiftbet.com.au//racing/harness/albion-park/race-5-1901901-1082949,21h 8m
ALBION PARK (QLD),6,https://swiftbet.com.au//racing/harness/albion-park/race-6-1902148-1082949,21h 41m
ALBION PARK (QLD),7,https://swiftbet.com.au//racing/harness/albion-park/race-7-1901905-1082949,22h 15m
ALBION PARK (QLD),8,https://swiftbet.com.au//racing/harness/albion-park/race-8-1901908-1082949,22h 44m
ALBION PARK (QLD),9,https://swiftbet.com.au//racing/harness/albion-park/race-9-1901910-1082949,23h 14m
NORTHAM (WA),1,https://swiftbet.com.au//racing/harness/northam/race-1-1903393-1083064,20h 42m
NORTHAM (WA),2,https://swiftbet.com.au//racing/harness/northam/race-2-1903398-1083064,21h 17m
NORTHAM (WA),3,https://swiftbet.com.au//racing/harness/northam/race-3-1903402-1083064,21h 44m
NORTHAM (WA),4,https://swiftbet.com.au//racing/harness/northam/race-4-1903406-1083064,22h 11m
NORTHAM (WA),5,https://swiftbet.com.au//racing/harness/northam/race-5-1903410-1083064,22h 44m
NORTHAM (WA),6,https://swiftbet.com.au//racing/harness/northam/race-6-1903414-1083064,23h 23m
NORTHAM (WA),7,https://swiftbet.com.au//racing/harness/northam/race-7-1903419-1083064,23h 51m
NORTHAM (WA),8,https://swiftbet.com.au//racing/harness/northam/race-8-1903422-1083064,1d 0h
HOBART (TAS),1,https://swiftbet.com.au//racing/harness/hobart/race-1-1901788-1082937,18h 6m
HOBART (TAS),2,https://swiftbet.com.au//racing/harness/hobart/race-2-1901791-1082937,18h 34m
HOBART (TAS),3,https://swiftbet.com.au//racing/harness/hobart/race-3-1901793-1082937,19h 1m
HOBART (TAS),4,https://swiftbet.com.au//racing/harness/hobart/race-4-1901797-1082937,19h 26m
HOBART (TAS),5,https://swiftbet.com.au//racing/harness/hobart/race-5-1901803-1082937,20h 4m
HOBART (TAS),6,https://swiftbet.com.au//racing/harness/hobart/race-6-1901809-1082937,20h 44m
HOBART (TAS),7,https://swiftbet.com.au//racing/harness/hobart/race-7-1901815-1082937,21h 13m
HOBART (TAS),8,https://swiftbet.com.au//racing/harness/hobart/race-8-1901818-1082937,21h 48m
HOBART (TAS),9,https://swiftbet.com.au//racing/harness/hobart/race-9-1901826-1082937,22h 22m
HOBART (TAS),10,https://swiftbet.com.au//racing/harness/hobart/race-10-1901831-1082937,22h 49m
MELTON (VIC),1,https://swiftbet.com.au//racing/harness/melton/race-1-1901795-1082939,18h 32m
MELTON (VIC),2,https://swiftbet.com.au//racing/harness/melton/race-2-1901801-1082939,19h 7m
MELTON (VIC),3,https://swiftbet.com.au//racing/harness/melton/race-3-1901806-1082939,19h 45m
MELTON (VIC),4,https://swiftbet.com.au//racing/harness/melton/race-4-1901812-1082939,20h 23m
MELTON (VIC),5,https://swiftbet.com.au//racing/harness/melton/race-5-1901822-1082939,21h 0m
MELTON (VIC),6,https://swiftbet.com.au//racing/harness/melton/race-6-1901828-1082939,21h 33m
MELTON (VIC),7,https://swiftbet.com.au//racing/harness/melton/race-7-1901833-1082939,22h 4m
MELTON (VIC),8,https://swiftbet.com.au//racing/harness/melton/race-8-1901836-1082939,22h 36m
MENANGLE (NSW),1,https://swiftbet.com.au//racing/harness/menangle/race-1-1901486-1082905,18h 21m
MENANGLE (NSW),2,https://swiftbet.com.au//racing/harness/menangle/race-2-1901488-1082905,18h 56m
MENANGLE (NSW),3,https://swiftbet.com.au//racing/harness/menangle/race-3-1901490-1082905,19h 34m
MENANGLE (NSW),4,https://swiftbet.com.au//racing/harness/menangle/race-4-1901492-1082905,20h 11m
MENANGLE (NSW),5,https://swiftbet.com.au//racing/harness/menangle/race-5-1901498-1082905,20h 49m
MENANGLE (NSW),6,https://swiftbet.com.au//racing/harness/menangle/race-6-1901500-1082905,21h 21m
MENANGLE (NSW),7,https://swiftbet.com.au//racing/harness/menangle/race-7-1901504-1082905,21h 53m
MENANGLE (NSW),8,https://swiftbet.com.au//racing/harness/menangle/race-8-1901507-1082905,22h 29m
GLOBE DERBY (SA),1,https://swiftbet.com.au//racing/harness/globe-derby/race-1-1903390-1083061,18h 50m
GLOBE DERBY (SA),2,https://swiftbet.com.au//racing/harness/globe-derby/race-2-1903392-1083061,19h 20m
GLOBE DERBY (SA),3,https://swiftbet.com.au//racing/harness/globe-derby/race-3-1903397-1083061,19h 58m
GLOBE DERBY (SA),4,https://swiftbet.com.au//racing/harness/globe-derby/race-4-1903400-1083061,20h 27m
GLOBE DERBY (SA),5,https://swiftbet.com.au//racing/harness/globe-derby/race-5-1903404-1083061,20h 56m
GLOBE DERBY (SA),6,https://swiftbet.com.au//racing/harness/globe-derby/race-6-1903408-1083061,21h 24m
GLOBE DERBY (SA),7,https://swiftbet.com.au//racing/harness/globe-derby/race-7-1903411-1083061,21h 57m
GLOBE DERBY (SA),8,https://swiftbet.com.au//racing/harness/globe-derby/race-8-1903415-1083061,22h 25m
GLOBE DERBY (SA),9,https://swiftbet.com.au//racing/harness/globe-derby/race-9-1903417-1083061,22h 59m
